Object Type,Object Name,Control Name,Property Name,Old Value,New Value,Time
"Form","qryRepairOrderSumarysubform",,"RecordSource","SELECT qryRepairOrderSumary.RepairOrderNo, qryRepairOrderSumary.DateCompleted, qryRepairOrderSumary.SEECLEAN, qryRepairOrderSumary.CustID FROM qryRepairOrderSumarysubform;","SELECT qryRepairOrderSumary.RepairOrderNo, qryRepairOrderSumary.DateCompleted, qryRepairOrderSumary.SEECLEAN, qryRepairOrderSumary.CustID FROM qryRepairOrderSumarysubform; ","09/21/12 09:31:03"
"Form","qryRepairOrderSumarysubform",,"RecordSource","SELECT qryRepairOrderSumary.RepairOrderNo, qryRepairOrderSumary.DateCompleted, qryRepairOrderSumary.SEECLEAN, qryRepairOrderSumary.CustID FROM qryRepairOrderSumary;","SELECT qryRepairOrderSumary.RepairOrderNo, qryRepairOrderSumary.DateCompleted, qryRepairOrderSumary.SEECLEAN, qryRepairOrderSumary.CustID FROM qryRepairOrderSumary; ","09/21/12 09:32:46"
"Form","qryRepairOrderSumarysubform",,"RecordSource","SELECT qryRepairOrderSumary.RepairOrderNo, qryRepairOrderSumary.DateCompleted, qryRepairOrderSumary.SEECLEAN, qryRepairOrderSumary.CustID FROM qryRepairOrderSumary;","SELECT qryRepairOrderSumary.RepairOrderNo, qryRepairOrderSumary.DateCompleted, qryRepairOrderSumary.SEECLEAN, qryRepairOrderSumary.CustID FROM qryRepairOrderSumary; ","09/21/12 09:58:31"
"Form","tblRepOrdDetCustAwngssubform",,"RecordSource","SELECT tblRepOrdDetCustAwngs.* FROM tblRepOrdDetCustAwngs;","SELECT tblRepOrdDetCustAwngs.* FROM tblRepOrdDetCustAwngs; ","09/21/12 10:26:06"
"Form","qryRepairOrderSumarysubform",,"RecordSource","SELECT qryRepairOrderSumary.RepairOrderNo, qryRepairOrderSumary.DateCompleted, qryRepairOrderSumary.SEECLEAN, qryRepairOrderSumary.CustID FROM qryRepairOrderSumary ORDER BY qryRepairOrderSumary.RepairOrderNo DESC;","SELECT qryRepairOrderSumary.RepairOrderNo, qryRepairOrderSumary.DateCompleted, qryRepairOrderSumary.SEECLEAN, qryRepairOrderSumary.CustID FROM qryRepairOrderSumary ORDER BY qryRepairOrderSumary.RepairOrderNo DESC; ","09/21/12 11:06:24"
"Form","qryRepairOrderSumarysubform",,"RecordSource","SELECT qryRepairOrderSumary.* FROM qryRepairOrderSumary;","SELECT qryRepairOrderSumary.* FROM qryRepairOrderSumary; ","09/21/12 20:22:12"
"Form","qryRepairOrderSumarysubform",,"RecordSource","SELECT qryRepairOrderSumary.RepairOrderNo, qryRepairOrderSumary.SEECLEAN, qryRepairOrderSumary.DateCompleted, qryRepairOrderSumary.CustID FROM qryRepairOrderSumary ORDER BY qryRepairOrderSumary.RepairOrderNo DESC;","SELECT qryRepairOrderSumary.RepairOrderNo, qryRepairOrderSumary.SEECLEAN, qryRepairOrderSumary.DateCompleted, qryRepairOrderSumary.CustID FROM qryRepairOrderSumary ORDER BY qryRepairOrderSumary.RepairOrderNo DESC; ","09/21/12 20:43:54"
"Form","frmRepairOrderDetail",,"Filter","[RepairOrderNo] = Forms![frmCustomers]![qryRepairOrderSumarysubform]![txtRepairOrderNo]","[ttxtRepairOrderNo]=Forms!frmCustomers!qryRepairOrderSumarysubform!txtRepairOrderNo","09/21/12 22:18:27"
"Form","qryRepairOrderSumarysubform",,"RecordSource","SELECT qryRepairOrderSumary.RepairOrderNo, qryRepairOrderSumary.SEECLEAN, qryRepairOrderSumary.DateCompleted, qryRepairOrderSumary.CustID FROM qryRepairOrderSumary ORDER BY qryRepairOrderSumary.RepairOrderNo DESC;","SELECT qryRepairOrderSumary.RepairOrderNo, qryRepairOrderSumary.SEECLEAN, qryRepairOrderSumary.DateCompleted, qryRepairOrderSumary.CustID FROM qryRepairOrderSumary ORDER BY qryRepairOrderSumary.RepairOrderNo DESC; ","09/22/12 10:23:36"
"Form","tblRepOrdDetCustAwngssubform",,"RecordSource","SELECT tblRepOrdDetCustAwngs.* FROM tblRepOrdDetCustAwngs;","SELECT tblRepOrdDetCustAwngs.* FROM tblRepOrdDetCustAwngs; ","09/22/12 10:23:37"
"Form","tblRepOrdDetCustAwngssubform","Description","RowSource","SELECT DISTINCTROW tblCustAwngs.*, tblCustAwngs.Description FROM tblCustAwngs WHERE (((tblCustAwngs.CustID)=[forms]![frmrepairorderdetail]![custid])) ORDER BY tblCustAwngs.Description;","SELECT DISTINCTROW tblCustAwngs.*, tblCustAwngs.Description FROM tblCustAwngs WHERE (((tblCustAwngs.CustID)=[forms]![frmrepairorderdetail]![custid])) ORDER BY tblCustAwngs.Description; ","09/24/12 12:08:42"
"Report","InHouseRepairOrder",,"RecordSource","SELECT tblCustomers.*, tblRepairWorkOrderDetail.* FROM tblCustomers INNER JOIN tblRepairWorkOrderDetail ON tblCustomers.CustID = tblRepairWorkOrderDetail.CustID;","SELECT tblCustomers.*, tblRepairWorkOrderDetail.* FROM tblCustomers INNER JOIN tblRepairWorkOrderDetail ON tblCustomers.CustID = tblRepairWorkOrderDetail.CustID; ","09/24/12 21:20:33"
"Report","Incomplete Repair Orders",,"RecordSource","SELECT tblRepairWorkOrderDetail.RepairOrderNo, tblRepairWorkOrderDetail.DateIn, tblRepairWorkOrderDetail.SOURCE, tblRepairWorkOrderDetail.Name, tblRepairWorkOrderDetail.QUOTE, tblRepairWorkOrderDetail.APPROVED, tblRepairWorkOrderDetail.DateRequired, tblRepairWorkOrderDetail.SEECLEAN, tblRepairWorkOrderDetail.DateCompleted FROM tblRepairWorkOrderDetail;","SELECT tblRepairWorkOrderDetail.RepairOrderNo, tblRepairWorkOrderDetail.DateIn, tblRepairWorkOrderDetail.SOURCE, tblRepairWorkOrderDetail.Name, tblRepairWorkOrderDetail.QUOTE, tblRepairWorkOrderDetail.APPROVED, tblRepairWorkOrderDetail.DateRequired, tblRepairWorkOrderDetail.SEECLEAN, tblRepairWorkOrderDetail.DateCompleted FROM tblRepairWorkOrderDetail; ","09/25/12 12:11:53"
"Report","Incomplete Repair Orders",,"RecordSource","SELECT tblRepairWorkOrderDetail.RepairOrderNo, tblRepairWorkOrderDetail.DateIn, tblRepairWorkOrderDetail.SOURCE, tblRepairWorkOrderDetail.Name, tblRepairWorkOrderDetail.QUOTE, tblRepairWorkOrderDetail.APPROVED, tblRepairWorkOrderDetail.DateRequired, tblRepairWorkOrderDetail.SEECLEAN, tblRepairWorkOrderDetail.DateCompleted FROM tblRepairWorkOrderDetail WHERE (((tblRepairWorkOrderDetail.DateCompleted) Is Null)) ORDER BY tblRepairWorkOrderDetail.RepairOrderNo;","SELECT tblRepairWorkOrderDetail.RepairOrderNo, tblRepairWorkOrderDetail.DateIn, tblRepairWorkOrderDetail.SOURCE, tblRepairWorkOrderDetail.Name, tblRepairWorkOrderDetail.QUOTE, tblRepairWorkOrderDetail.APPROVED, tblRepairWorkOrderDetail.DateRequired, tblRepairWorkOrderDetail.SEECLEAN, tblRepairWorkOrderDetail.DateCompleted FROM tblRepairWorkOrderDetail WHERE (((tblRepairWorkOrderDetail.DateCompleted) Is Null)) ORDER BY tblRepairWorkOrderDetail.RepairOrderNo; ","09/25/12 12:14:09"
"Report","Incomplete Repair Orders",,"RecordSource","SELECT tblRepairWorkOrderDetail.RepairOrderNo, tblRepairWorkOrderDetail.DateIn, tblRepairWorkOrderDetail.SOURCE, tblRepairWorkOrderDetail.Name, tblRepairWorkOrderDetail.QUOTE, tblRepairWorkOrderDetail.APPROVED, tblRepairWorkOrderDetail.DateRequired, tblRepairWorkOrderDetail.SEECLEAN FROM tblRepairWorkOrderDetail WHERE (((tblRepairWorkOrderDetail.DateCompleted) Is Null)) ORDER BY tblRepairWorkOrderDetail.RepairOrderNo;","SELECT tblRepairWorkOrderDetail.RepairOrderNo, tblRepairWorkOrderDetail.DateIn, tblRepairWorkOrderDetail.SOURCE, tblRepairWorkOrderDetail.Name, tblRepairWorkOrderDetail.QUOTE, tblRepairWorkOrderDetail.APPROVED, tblRepairWorkOrderDetail.DateRequired, tblRepairWorkOrderDetail.SEECLEAN FROM tblRepairWorkOrderDetail WHERE (((tblRepairWorkOrderDetail.DateCompleted) Is Null)) ORDER BY tblRepairWorkOrderDetail.RepairOrderNo; ","09/25/12 12:17:34"
"Report","Incomplete Repair Orders",,"RecordSource","SELECT tblRepairWorkOrderDetail.RepairOrderNo, tblRepairWorkOrderDetail.DateIn, tblCustomers.SOURCE, tblRepairWorkOrderDetail.Name, tblRepairWorkOrderDetail.QUOTE, tblRepairWorkOrderDetail.APPROVED, tblRepairWorkOrderDetail.DateRequired, tblRepairWorkOrderDetail.SEECLEAN FROM tblRepairWorkOrderDetail INNER JOIN tblCustomers ON tblRepairWorkOrderDetail.CustID = tblCustomers.CustID WHERE (((tblRepairWorkOrderDetail.DateCompleted) Is Null)) ORDER BY tblRepairWorkOrderDetail.RepairOrderNo;","SELECT tblRepairWorkOrderDetail.RepairOrderNo, tblRepairWorkOrderDetail.DateIn, tblCustomers.SOURCE, tblRepairWorkOrderDetail.Name, tblRepairWorkOrderDetail.QUOTE, tblRepairWorkOrderDetail.APPROVED, tblRepairWorkOrderDetail.DateRequired, tblRepairWorkOrderDetail.SEECLEAN FROM tblRepairWorkOrderDetail INNER JOIN tblCustomers ON tblRepairWorkOrderDetail.CustID = tblCustomers.CustID WHERE (((tblRepairWorkOrderDetail.DateCompleted) Is Null)) ORDER BY tblRepairWorkOrderDetail.RepairOrderNo; ","09/25/12 12:30:27"
"Report","Incomplete Repair Orders",,"RecordSource","SELECT tblRepairWorkOrderDetail.RepairOrderNo, tblRepairWorkOrderDetail.DateIn, tblCustomers.SOURCE, tblRepairWorkOrderDetail.Name, tblRepairWorkOrderDetail.QUOTE, tblRepairWorkOrderDetail.APPROVED, tblRepairWorkOrderDetail.DateRequired, tblRepairWorkOrderDetail.SEECLEAN FROM tblRepairWorkOrderDetail INNER JOIN tblCustomers ON tblRepairWorkOrderDetail.CustID = tblCustomers.CustID WHERE (((tblRepairWorkOrderDetail.DateCompleted) Is Null)) ORDER BY tblRepairWorkOrderDetail.RepairOrderNo DESC;","SELECT tblRepairWorkOrderDetail.RepairOrderNo, tblRepairWorkOrderDetail.DateIn, tblCustomers.SOURCE, tblRepairWorkOrderDetail.Name, tblRepairWorkOrderDetail.QUOTE, tblRepairWorkOrderDetail.APPROVED, tblRepairWorkOrderDetail.DateRequired, tblRepairWorkOrderDetail.SEECLEAN FROM tblRepairWorkOrderDetail INNER JOIN tblCustomers ON tblRepairWorkOrderDetail.CustID = tblCustomers.CustID WHERE (((tblRepairWorkOrderDetail.DateCompleted) Is Null)) ORDER BY tblRepairWorkOrderDetail.RepairOrderNo DESC; ","09/25/12 12:39:25"
"Report","Incomplete Repair Orders",,"RecordSource","SELECT tblRepairWorkOrderDetail.RepairOrderNo, tblRepairWorkOrderDetail.DateIn, tblCustomers.SOURCE, tblRepairWorkOrderDetail.Name, tblRepairWorkOrderDetail.QUOTE, tblRepairWorkOrderDetail.APPROVED, tblRepairWorkOrderDetail.DateRequired, tblRepairWorkOrderDetail.SEECLEAN FROM tblRepairWorkOrderDetail INNER JOIN tblCustomers ON tblRepairWorkOrderDetail.CustID = tblCustomers.CustID WHERE (((tblRepairWorkOrderDetail.DateCompleted) Is Null)) ORDER BY tblRepairWorkOrderDetail.RepairOrderNo;","SELECT tblRepairWorkOrderDetail.RepairOrderNo, tblRepairWorkOrderDetail.DateIn, tblCustomers.SOURCE, tblRepairWorkOrderDetail.Name, tblRepairWorkOrderDetail.QUOTE, tblRepairWorkOrderDetail.APPROVED, tblRepairWorkOrderDetail.DateRequired, tblRepairWorkOrderDetail.SEECLEAN FROM tblRepairWorkOrderDetail INNER JOIN tblCustomers ON tblRepairWorkOrderDetail.CustID = tblCustomers.CustID WHERE (((tblRepairWorkOrderDetail.DateCompleted) Is Null)) ORDER BY tblRepairWorkOrderDetail.RepairOrderNo; ","09/25/12 12:41:31"
"Report","Incomplete Repair Orders",,"RecordSource","SELECT tblRepairWorkOrderDetail.RepairOrderNo, tblRepairWorkOrderDetail.DateIn, tblCustomers.SOURCE, tblRepairWorkOrderDetail.Name, tblRepairWorkOrderDetail.QUOTE, tblRepairWorkOrderDetail.APPROVED, tblRepairWorkOrderDetail.DateRequired, tblRepairWorkOrderDetail.SEECLEAN FROM tblRepairWorkOrderDetail INNER JOIN tblCustomers ON tblRepairWorkOrderDetail.CustID = tblCustomers.CustID WHERE (((tblRepairWorkOrderDetail.DateCompleted) Is Null)) ORDER BY tblRepairWorkOrderDetail.RepairOrderNo;","SELECT tblRepairWorkOrderDetail.RepairOrderNo, tblRepairWorkOrderDetail.DateIn, tblCustomers.SOURCE, tblRepairWorkOrderDetail.Name, tblRepairWorkOrderDetail.QUOTE, tblRepairWorkOrderDetail.APPROVED, tblRepairWorkOrderDetail.DateRequired, tblRepairWorkOrderDetail.SEECLEAN FROM tblRepairWorkOrderDetail INNER JOIN tblCustomers ON tblRepairWorkOrderDetail.CustID = tblCustomers.CustID WHERE (((tblRepairWorkOrderDetail.DateCompleted) Is Null)) ORDER BY tblRepairWorkOrderDetail.RepairOrderNo; ","09/25/12 12:43:17"
"Report","Incomplete Repair Orders",,"RecordSource","SELECT tblRepairWorkOrderDetail.RepairOrderNo, tblRepairWorkOrderDetail.DateIn, tblCustomers.SOURCE, tblRepairWorkOrderDetail.Name, tblRepairWorkOrderDetail.QUOTE, tblRepairWorkOrderDetail.APPROVED, tblRepairWorkOrderDetail.DateRequired, tblRepairWorkOrderDetail.SEECLEAN FROM tblRepairWorkOrderDetail INNER JOIN tblCustomers ON tblRepairWorkOrderDetail.CustID = tblCustomers.CustID WHERE (((tblRepairWorkOrderDetail.DateCompleted) Is Null)) ORDER BY tblRepairWorkOrderDetail.RepairOrderNo;","SELECT tblRepairWorkOrderDetail.RepairOrderNo, tblRepairWorkOrderDetail.DateIn, tblCustomers.SOURCE, tblRepairWorkOrderDetail.Name, tblRepairWorkOrderDetail.QUOTE, tblRepairWorkOrderDetail.APPROVED, tblRepairWorkOrderDetail.DateRequired, tblRepairWorkOrderDetail.SEECLEAN FROM tblRepairWorkOrderDetail INNER JOIN tblCustomers ON tblRepairWorkOrderDetail.CustID = tblCustomers.CustID WHERE (((tblRepairWorkOrderDetail.DateCompleted) Is Null)) ORDER BY tblRepairWorkOrderDetail.RepairOrderNo; ","09/25/12 12:43:19"
"Report","Incomplete Repair Orders",,"RecordSource","SELECT tblRepairWorkOrderDetail.RepairOrderNo, tblRepairWorkOrderDetail.DateIn, tblCustomers.SOURCE, tblRepairWorkOrderDetail.Name, tblRepairWorkOrderDetail.QUOTE, tblRepairWorkOrderDetail.APPROVED, tblRepairWorkOrderDetail.DateRequired, tblRepairWorkOrderDetail.SEECLEAN FROM tblRepairWorkOrderDetail INNER JOIN tblCustomers ON tblRepairWorkOrderDetail.CustID = tblCustomers.CustID WHERE (((tblRepairWorkOrderDetail.DateCompleted) Is Null));","SELECT tblRepairWorkOrderDetail.RepairOrderNo, tblRepairWorkOrderDetail.DateIn, tblCustomers.SOURCE, tblRepairWorkOrderDetail.Name, tblRepairWorkOrderDetail.QUOTE, tblRepairWorkOrderDetail.APPROVED, tblRepairWorkOrderDetail.DateRequired, tblRepairWorkOrderDetail.SEECLEAN FROM tblRepairWorkOrderDetail INNER JOIN tblCustomers ON tblRepairWorkOrderDetail.CustID = tblCustomers.CustID WHERE (((tblRepairWorkOrderDetail.DateCompleted) Is Null)); ","09/25/12 12:46:28"
"Report","Incomplete Repair Orders",,"RecordSource","SELECT tblRepairWorkOrderDetail.RepairOrderNo, tblRepairWorkOrderDetail.DateIn, tblCustomers.SOURCE, tblRepairWorkOrderDetail.Name, tblRepairWorkOrderDetail.QUOTE, tblRepairWorkOrderDetail.APPROVED, tblRepairWorkOrderDetail.DateRequired, tblRepairWorkOrderDetail.SEECLEAN FROM tblRepairWorkOrderDetail INNER JOIN tblCustomers ON tblRepairWorkOrderDetail.CustID = tblCustomers.CustID WHERE (((tblRepairWorkOrderDetail.DateCompleted) Is Null)) ORDER BY tblRepairWorkOrderDetail.RepairOrderNo;","SELECT tblRepairWorkOrderDetail.RepairOrderNo, tblRepairWorkOrderDetail.DateIn, tblCustomers.SOURCE, tblRepairWorkOrderDetail.Name, tblRepairWorkOrderDetail.QUOTE, tblRepairWorkOrderDetail.APPROVED, tblRepairWorkOrderDetail.DateRequired, tblRepairWorkOrderDetail.SEECLEAN FROM tblRepairWorkOrderDetail INNER JOIN tblCustomers ON tblRepairWorkOrderDetail.CustID = tblCustomers.CustID WHERE (((tblRepairWorkOrderDetail.DateCompleted) Is Null)) ORDER BY tblRepairWorkOrderDetail.RepairOrderNo; ","09/25/12 12:48:42"
"Form","tblCustAwngs subform","Description","RowSource","SELECT tblDescriptions.Description FROM tblDescriptions;","SELECT tblDescriptions.Description FROM tblDescriptions; ","10/03/12 11:49:37"
"Form","tblOrdDetCustAwngssubform","Description","RowSource","SELECT DISTINCTROW tblCustAwngs.*, tblCustAwngs.Description FROM tblCustAwngs WHERE (((tblCustAwngs.CustID)=[forms]![workorderdetail]![custid]));","SELECT DISTINCTROW tblCustAwngs.*, tblCustAwngs.Description FROM tblCustAwngs WHERE (((tblCustAwngs.CustID)=[forms]![workorderdetail]![custid])); ","10/03/12 11:52:44"
"Form","tblRepOrdDetCustAwngssubform","Description","RowSource","SELECT DISTINCTROW tblCustAwngs.*, tblCustAwngs.Description FROM tblCustAwngs WHERE (((tblCustAwngs.CustID)=[forms]![frmrepairorderdetail]![custid]));","SELECT DISTINCTROW tblCustAwngs.*, tblCustAwngs.Description FROM tblCustAwngs WHERE (((tblCustAwngs.CustID)=[forms]![frmrepairorderdetail]![custid])); ","10/03/12 11:53:46"
"Form","tblCustAwngs subform","Description","RowSource","SELECT tblDescriptions.Description FROM tblDescriptions;","SELECT tblDescriptions.Description FROM tblDescriptions; ","10/03/12 12:09:49"
"Report","InHouseCleanWO",,"RecordSource","SELECT tblCustomers.CustID AS tblCustomers_CustID, tblCustomers.Name, tblCustomers.Contact, tblCustomers.Address, tblCustomers.Address2, tblCustomers.City, tblCustomers.State, tblCustomers.ZipCode, tblCustomers.HomePhone, tblCustomers.WorkPhone, tblCustomers.CellPhone, tblCustomers.EmailAddress, tblCustomers.Source, tblCustomers.SourceAddress, tblCustomers.SourceState, tblCustomers.SourceCity, tblCustomers.SourceZip, tblCustWorkOrderDetail.WorkOrderNo, tblCustWorkOrderDetail.CustID AS tblCustWorkOrderDetail_CustID, tblCustWorkOrderDetail.Storage, tblCustWorkOrderDetail.StorageTime, tblCustWorkOrderDetail.[Rack#], tblCustWorkOrderDetail.SpecialInstructions, tblCustWorkOrderDetail.RepairsNeeded, tblCustWorkOrderDetail.SeeRepair, tblCustWorkOrderDetail.ReturnStatus, tblCustWorkOrderDetail.DateCompleted, tblCustWorkOrderDetail.Clean, tblCustWorkOrderDetail.Treat, tblCustWorkOrderDetail.RushOrder, tblCustWorkOrderDetail.DateRequired, tblCustWorkOrderDetail.ShipTo, tblCustWorkOrderDetail.DateIn, tblCustWorkOrderDetail.FirmRush FROM tblCustomers INNER JOIN tblCustWorkOrderDetail ON tblCustomers.[CustID] = tblCustWorkOrderDetail.[CustID];","SELECT tblCustomers.CustID AS tblCustomers_CustID, tblCustomers.Name, tblCustomers.Contact, tblCustomers.Address, tblCustomers.Address2, tblCustomers.City, tblCustomers.State, tblCustomers.ZipCode, tblCustomers.HomePhone, tblCustomers.WorkPhone, tblCustomers.CellPhone, tblCustomers.EmailAddress, tblCustomers.Source, tblCustomers.SourceAddress, tblCustomers.SourceState, tblCustomers.SourceCity, tblCustomers.SourceZip, tblCustWorkOrderDetail.WorkOrderNo, tblCustWorkOrderDetail.CustID AS tblCustWorkOrderDetail_CustID, tblCustWorkOrderDetail.Storage, tblCustWorkOrderDetail.StorageTime, tblCustWorkOrderDetail.[Rack#], tblCustWorkOrderDetail.SpecialInstructions, tblCustWorkOrderDetail.RepairsNeeded, tblCustWorkOrderDetail.SeeRepair, tblCustWorkOrderDetail.ReturnStatus, tblCustWorkOrderDetail.DateCompleted, tblCustWorkOrderDetail.Clean, tblCustWorkOrderDetail.Treat, tblCustWorkOrderDetail.RushOrder, tblCustWorkOrderDetail.DateRequired, tblCustWorkOrderDetail.ShipTo, tblCustWorkOrderDetail.DateIn, tblCustWorkOrderDetail.FirmRush FROM tblCustomers INNER JOIN tblCustWorkOrderDetail ON tblCustomers.[CustID] = tblCustWorkOrderDetail.[CustID]; ","10/03/12 12:38:34"
"Form","tblOrdDetCustAwngssubform","Description","RowSource","SELECT DISTINCTROW tblCustAwngs.*, tblCustAwngs.Description FROM tblCustAwngs WHERE (((tblCustAwngs.CustID)=[forms]![workorderdetail]![custid]));","SELECT DISTINCTROW tblCustAwngs.*, tblCustAwngs.Description FROM tblCustAwngs WHERE (((tblCustAwngs.CustID)=[forms]![workorderdetail]![custid])); ","10/12/12 14:46:08"
"Form","frmCustAwngs",,"RecordSource","SELECT tblOrdDetCustAwngs.* FROM tblOrdDetCustAwngs;","SELECT tblOrdDetCustAwngs.* FROM tblOrdDetCustAwngs; ","10/16/12 15:16:59"
"Form","frmCustAwngs",,"RecordSource","SELECT tblOrdDetCustAwngs.* FROM tblOrdDetCustAwngs;","SELECT tblOrdDetCustAwngs.* FROM tblOrdDetCustAwngs; ","10/16/12 15:18:24"
"Report","Range of InHouseCleanWO",,"RecordSource","SELECT tblCustWorkOrderDetail.WorkOrderNo, tblCustWorkOrderDetail.CustID, tblCustomers.Name, tblCustomers.Contact, tblCustomers.Address, tblCustomers.Address2, tblCustomers.City, tblCustomers.State, tblCustomers.ZipCode, tblCustomers.HomePhone, tblCustomers.WorkPhone, tblCustomers.CellPhone, tblCustomers.EmailAddress, tblCustomers.Source, tblCustomers.SourceAddress, tblCustomers.SourceState, tblCustomers.SourceCity, tblCustomers.SourceZip, tblCustWorkOrderDetail.CustID AS tblCustWorkOrderDetail_CustID, tblCustWorkOrderDetail.Storage, tblCustWorkOrderDetail.StorageTime, tblCustWorkOrderDetail.[Rack#], tblCustWorkOrderDetail.SpecialInstructions, tblCustWorkOrderDetail.RepairsNeeded, tblCustWorkOrderDetail.SeeRepair, tblCustWorkOrderDetail.ReturnStatus, tblCustWorkOrderDetail.DateCompleted, tblCustWorkOrderDetail.Clean, tblCustWorkOrderDetail.Treat, tblCustWorkOrderDetail.RushOrder, tblCustWorkOrderDetail.DateRequired, tblCustWorkOrderDetail.ShipTo, tblCustWorkOrderDetail.DateIn, tblCustWorkOrderDetail.FirmRush FROM tblCustomers INNER JOIN tblCustWorkOrderDetail ON tblCustomers.[CustID] = tblCustWorkOrderDetail.[CustID] WHERE (((tblCustWorkOrderDetail.WorkOrderNo) Between [Type the beginning workorder:] And [Type the ending workorder:])) ORDER BY tblCustWorkOrderDetail.WorkOrderNo;","SELECT tblCustWorkOrderDetail.WorkOrderNo, tblCustWorkOrderDetail.CustID, tblCustomers.Name, tblCustomers.Contact, tblCustomers.Address, tblCustomers.Address2, tblCustomers.City, tblCustomers.State, tblCustomers.ZipCode, tblCustomers.HomePhone, tblCustomers.WorkPhone, tblCustomers.CellPhone, tblCustomers.EmailAddress, tblCustomers.Source, tblCustomers.SourceAddress, tblCustomers.SourceState, tblCustomers.SourceCity, tblCustomers.SourceZip, tblCustWorkOrderDetail.CustID AS tblCustWorkOrderDetail_CustID, tblCustWorkOrderDetail.Storage, tblCustWorkOrderDetail.StorageTime, tblCustWorkOrderDetail.[Rack#], tblCustWorkOrderDetail.SpecialInstructions, tblCustWorkOrderDetail.RepairsNeeded, tblCustWorkOrderDetail.SeeRepair, tblCustWorkOrderDetail.ReturnStatus, tblCustWorkOrderDetail.DateCompleted, tblCustWorkOrderDetail.Clean, tblCustWorkOrderDetail.Treat, tblCustWorkOrderDetail.RushOrder, tblCustWorkOrderDetail.DateRequired, tblCustWorkOrderDetail.ShipTo, tblCustWorkOrderDetail.DateIn, tblCustWorkOrderDetail.FirmRush FROM tblCustomers INNER JOIN tblCustWorkOrderDetail ON tblCustomers.[CustID] = tblCustWorkOrderDetail.[CustID] WHERE (((tblCustWorkOrderDetail.WorkOrderNo) Between [Type the beginning workorder:] And [Type the ending workorder:])) ORDER BY tblCustWorkOrderDetail.WorkOrderNo; ","11/29/12 14:43:18"
"Report","Range of InHouseCleanWO","FirmRush","ControlSource","SELECT tblCustWorkOrderDetail.WorkOrderNo, tblCustWorkOrderDetail.CustID, tblCustomers.Name, tblCustomers.Contact, tblCustomers.Address, tblCustomers.Address2, tblCustomers.City, tblCustomers.State, tblCustomers.ZipCode, tblCustomers.HomePhone, tblCustomers.WorkPhone, tblCustomers.CellPhone, tblCustomers.EmailAddress, tblCustomers.Source, tblCustomers.SourceAddress, tblCustomers.SourceState, tblCustomers.SourceCity, tblCustomers.SourceZip, tblCustWorkOrderDetail.CustID AS tblCustWorkOrderDetail_CustID, tblCustWorkOrderDetail.Storage, tblCustWorkOrderDetail.StorageTime, tblCustWorkOrderDetail.[Rack#], tblCustWorkOrderDetail.SpecialInstructions, tblCustWorkOrderDetail.RepairsNeeded, tblCustWorkOrderDetail.SeeRepair, tblCustWorkOrderDetail.ReturnStatus, tblCustWorkOrderDetail.DateCompleted, tblCustWorkOrderDetail.Clean, tblCustWorkOrderDetail.Treat, tblCustWorkOrderDetail.RushOrder, tblCustWorkOrderDetail.DateRequired, tblCustWorkOrderDetail.ShipTo, tblCustWorkOrderDetail.DateIn, tblCustWorkOrderDetail.FirmRush FROM tblCustomers INNER JOIN tblCustWorkOrderDetail ON tblCustomers.[CustID] = tblCustWorkOrderDetail.[CustID] WHERE (((tblCustWorkOrderDetail.WorkOrderNo) Between [Type the beginning workorder:] And [Type the ending workorder:])) ORDER BY tblCustWorkOrderDetail.WorkOrderNo;","[SELECT tblCustWorkOrderDetail].[WorkOrderNo, tblCustWorkOrderDetail]","11/29/12 14:43:18"
